,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
45,126.980003,126.980003,2016-02-08,127.510002,124.129997,126.00,IBM,7364000
46,127.270009,128.570007,2016-02-05,128.639999,125.849998,127.220001,IBM,7177700
47,126.359305,127.650002,2016-02-04,128.50,125.00,125.080002,IBM,5266500
48,123.458931,124.720001,2016-02-03,125.449997,122.290001,123.989998,IBM,6223500
49,121.69693,122.940002,2016-02-02,124.139999,122.639999,123.669998,IBM,3287300
50,123.567819,124.830002,2016-02-01,125.290001,123.709999,124.400002,IBM,3574900
51,123.528223,124.790001,2016-01-29,124.790001,122.959999,123.279999,IBM,8248100
52,120.984209,122.220001,2016-01-28,122.830002,121.010002,121.260002,IBM,3942500
53,119.736947,120.959999,2016-01-27,123.370003,120.650002,122.730003,IBM,5026400
54,121.350463,122.589996,2016-01-26,123.610001,122.239998,122.25,IBM,4617800
55,120.845625,122.080002,2016-01-25,124.230003,121.639999,122.099998,IBM,5446000
56,121.261376,122.50,2016-01-22,124.739998,121.769997,124.669998,IBM,9238400
57,121.667234,122.910004,2016-01-21,125.099998,120.580002,121.300003,IBM,8851600
58,120.627848,121.860001,2016-01-20,123.989998,118.00,118.459999,IBM,16157800
59,126.814653,128.110001,2016-01-19,132.100006,128.059998,130.110001,IBM,9979600
60,128.715238,130.029999,2016-01-15,130.880005,128.869995,130.009995,IBM,9008500
61,131.566122,132.910004,2016-01-14,133.789993,131.220001,131.929993,IBM,5709600
62,129.84371,131.169998,2016-01-13,134.279999,131.100006,133.50,IBM,4700100
63,131.556214,132.899994,2016-01-12,133.779999,131.130005,133.649994,IBM,5078700
64,131.882879,133.229996,2016-01-11,133.820007,131.759995,131.809998,IBM,4974400
65,130.299066,131.630005,2016-01-08,133.820007,131.320007,133.179993,IBM,4762700
66,131.516625,132.860001,2016-01-07,135.020004,132.429993,133.699997,IBM,7025800
67,133.803266,135.169998,2016-01-06,135.580002,133.619995,134.380005,IBM,4310900
68,134.476398,135.850006,2016-01-05,136.889999,134.850006,136.759995,IBM,3924800
69,134.575378,135.949997,2016-01-04,135.970001,134.240005,135.600006,IBM,5229400
70,136.22849,137.619995,2015-12-31,139.100006,137.570007,139.070007,IBM,3462100
71,137.9311,139.339996,2015-12-30,140.440002,139.220001,139.580002,IBM,2989400
72,138.366653,139.779999,2015-12-29,140.059998,138.199997,138.25,IBM,3943700
73,136.218597,137.610001,2015-12-28,138.039993,136.539993,137.740005,IBM,3143400
74,136.852125,138.25,2015-12-24,138.880005,138.110001,138.429993,IBM,1495200
75,137.139186,138.539993,2015-12-23,139.309998,138.110001,138.300003,IBM,5164900
76,136.535353,137.929993,2015-12-22,138.190002,135.649994,135.880005,IBM,4263800
77,134.129931,135.50,2015-12-21,135.830002,134.020004,135.830002,IBM,5617500
78,133.535991,134.899994,2015-12-18,136.960007,134.270004,136.410004,IBM,10026100
79,135.367292,136.75,2015-12-17,139.50,136.309998,139.350006,IBM,4089500
80,137.881603,139.289993,2015-12-16,139.649994,137.789993,139.119995,IBM,4345500
81,136.396769,137.789993,2015-12-15,138.970001,137.279999,137.399994,IBM,4207900
82,134.555576,135.929993,2015-12-14,136.139999,134.020004,135.309998,IBM,5143800
83,133.209341,134.570007,2015-12-11,135.440002,133.910004,135.229996,IBM,5333800
84,135.396987,136.779999,2015-12-10,137.850006,135.720001,137.029999,IBM,4222300
85,135.228708,136.610001,2015-12-09,139.839996,136.229996,137.380005,IBM,4615000
86,136.65415,138.050003,2015-12-08,139.059998,137.529999,138.279999,IBM,3905200
87,138.138983,139.550003,2015-12-07,140.410004,138.809998,140.160004,IBM,3279400
88,139.010075,140.429993,2015-12-04,141.020004,137.990005,138.089996,IBM,4571600
89,137.515349,138.919998,2015-12-03,140.729996,138.190002,140.100006,IBM,5909600
90,138.287461,139.699997,2015-12-02,141.210007,139.50,140.929993,IBM,3725400
91,139.851487,141.279999,2015-12-01,141.399994,139.580002,139.580002,IBM,4195100
92,138.010293,139.419998,2015-11-30,139.899994,138.520004,138.610001,IBM,4545600
93,137.060008,138.460007,2015-11-27,138.809998,137.210007,138.00,IBM,1415800
94,136.604653,138.00,2015-11-25,138.429993,137.380005,138.369995,IBM,3238200
95,137.198592,138.600006,2015-11-24,139.339996,137.309998,137.649994,IBM,3407700
96,137.060008,138.460007,2015-11-23,138.869995,137.119995,138.529999,IBM,5137900
97,137.099597,138.50,2015-11-20,138.919998,137.25,137.369995,IBM,5176400
98,135.357398,136.740005,2015-11-19,137.740005,136.009995,136.210007,IBM,4753600
99,134.446702,135.820007,2015-11-18,135.910004,134.259995,134.789993,IBM,4149200
100,132.466925,133.820007,2015-11-17,134.820007,133.309998,134.220001,IBM,2815100
101,132.358036,133.710007,2015-11-16,134.089996,131.789993,131.789993,IBM,4190800
102,130.417848,131.75,2015-11-13,133.00,131.649994,132.949997,IBM,4613800
103,131.694798,133.039993,2015-11-12,134.699997,133.009995,134.699997,IBM,4701400
104,133.654788,135.020004,2015-11-11,136.199997,134.50,136.089996,IBM,3164800
105,134.100235,135.470001,2015-11-10,135.740005,134.119995,135.360001,IBM,4520800
106,133.941849,135.309998,2015-11-09,138.080002,134.880005,137.919998,IBM,8075600
107,136.852125,138.25,2015-11-06,139.550003,137.869995,138.600006,IBM,4744900
108,137.188682,139.889999,2015-11-05,142.380005,139.630005,141.610001,IBM,5096900
109,138.895088,141.630005,2015-11-04,142.649994,141.300003,142.550003,IBM,3516900
110,139.14026,141.880005,2015-11-03,142.800003,139.899994,140.020004,IBM,4349400
111,137.659409,140.369995,2015-11-02,140.520004,139.570007,140.50,IBM,3822200
112,137.375016,140.080002,2015-10-30,141.330002,139.899994,140.440002,IBM,3984000
113,137.835941,140.550003,2015-10-29,140.820007,139.020004,140.360001,IBM,3710400
114,138.110533,140.830002,2015-10-28,141.229996,137.50,137.919998,IBM,8511400
115,135.197883,137.860001,2015-10-27,143.830002,137.330002,143.509995,IBM,15008500
116,140.885887,143.660004,2015-10-26,145.00,143.210007,144.75,IBM,3489400
117,141.886179,144.679993,2015-10-23,145.490005,143.699997,144.610001,IBM,5370400
118,141.307576,144.089996,2015-10-22,145.070007,141.619995,141.740005,IBM,5583200
119,138.198791,140.919998,2015-10-21,142.660004,139.300003,140.25,IBM,6990600
120,137.924199,140.639999,2015-10-20,142.880005,140.270004,142.490005,IBM,16025600
121,146.338519,149.220001,2015-10-19,149.970001,148.380005,149.850006,IBM,7954700
122,147.485924,150.389999,2015-10-16,151.199997,149.259995,150.449997,IBM,3454000
123,147.191714,150.089996,2015-10-15,151.240005,148.580002,150.910004,IBM,3476200
124,147.113257,150.009995,2015-10-14,150.649994,149.020004,149.600006,IBM,3353000
125,146.730789,149.619995,2015-10-13,150.779999,149.179993,150.779999,IBM,3915700
126,148.221441,151.139999,2015-10-12,152.580002,150.850006,152.399994,IBM,3227600
127,149.447303,152.389999,2015-10-09,153.149994,151.270004,152.460007,IBM,3531100
128,149.339427,152.279999,2015-10-08,153.020004,149.289993,149.690002,IBM,4794400
129,147.191714,150.089996,2015-10-07,150.729996,148.860001,150.039993,IBM,2980800
130,145.907013,148.779999,2015-10-06,150.149994,148.490005,149.059998,IBM,3018100
131,146.161987,149.039993,2015-10-05,149.889999,145.820007,145.820007,IBM,5131800
132,141.788119,144.580002,2015-10-02,144.589996,140.559998,141.050003,IBM,3054400
133,140.817231,143.589996,2015-10-01,145.669998,141.589996,145.309998,IBM,3880900
134,142.170588,144.970001,2015-09-30,145.710007,143.660004,143.690002,IBM,3946200
135,139.718863,142.470001,2015-09-29,142.660004,141.149994,141.990005,IBM,4763500
136,139.767901,142.520004,2015-09-28,145.380005,142.470001,144.419998,IBM,4317300
137,142.611895,145.419998,2015-09-25,146.270004,144.529999,145.550003,IBM,3474400
138,141.621404,144.410004,2015-09-24,145.070007,141.949997,142.600006,IBM,3280300
139,140.885887,143.660004,2015-09-23,144.570007,142.75,144.210007,IBM,2674200
140,141.641007,144.429993,2015-09-22,145.059998,143.770004,144.619995,IBM,3564100
141,143.651424,146.479996,2015-09-21,146.979996,144.919998,145.389999,IBM,3825000
142,141.719464,144.509995,2015-09-18,146.389999,143.979996,146.050003,IBM,7975800
143,145.279372,148.139999,2015-09-17,149.679993,147.300003,148.100006,IBM,4003000
144,145.544163,148.410004,2015-09-16,148.889999,147.539993,147.839996,IBM,2799200
145,144.681151,147.529999,2015-09-15,147.929993,145.759995,146.600006,IBM,2717100
146,142.837449,145.649994,2015-09-14,147.369995,145.410004,147.369995,IBM,3226700
147,144.524237,147.369995,2015-09-11,147.50,145.669998,145.910004,IBM,3115100
148,143.376832,146.199997,2015-09-10,147.160004,144.509995,145.850006,IBM,3461700
149,142.249045,145.050003,2015-09-09,149.039993,144.850006,148.740005,IBM,3407800
150,144.386941,147.229996,2015-09-08,147.339996,145.660004,145.860001,IBM,3933300
151,140.925108,143.699997,2015-09-04,145.399994,143.320007,144.570007,IBM,4201100
152,143.945634,146.779999,2015-09-03,148.029999,145.770004,146.050003,IBM,3603500
153,142.249045,145.050003,2015-09-02,145.080002,143.179993,144.740005,IBM,4252000
154,139.9248,142.679993,2015-09-01,144.979996,141.850006,144.910004,IBM,5272000
155,145.0342,147.889999,2015-08-31,148.399994,146.259995,147.380005,IBM,4093100
156,145.122458,147.979996,2015-08-28,148.199997,147.179993,147.75,IBM,4076300
157,145.671642,148.539993,2015-08-27,148.970001,145.660004,148.50,IBM,4976600
158,143.867177,146.699997,2015-08-26,146.979996,142.139999,144.089996,IBM,6221800
159,138.238027,140.960007,2015-08-25,147.110001,140.619995,146.940002,IBM,7073200
160,140.699553,143.470001,2015-08-24,147.759995,143.00,143.470001,IBM,10189700
161,145.975668,148.850006,2015-08-21,153.190002,148.699997,151.50,IBM,7362100
162,149.712094,152.660004,2015-08-20,153.910004,152.50,152.740005,IBM,4011500
163,150.967375,153.940002,2015-08-19,155.669998,153.410004,155.149994,IBM,4206400
164,152.997395,156.009995,2015-08-18,156.520004,155.25,155.509995,IBM,2018300
165,153.291605,156.309998,2015-08-17,156.690002,154.699997,155.199997,IBM,2249600
166,152.742421,155.75,2015-08-14,156.210007,154.580002,155.00,IBM,3226400
167,152.07556,155.070007,2015-08-13,156.089996,154.320007,156.059998,IBM,2533400
168,153.144508,156.160004,2015-08-12,156.520004,153.949997,154.259995,IBM,3560300
169,152.507051,155.509995,2015-08-11,155.990005,154.860001,155.960007,IBM,3167100
170,153.723111,156.75,2015-08-10,157.470001,156.119995,156.770004,IBM,4613400
171,152.124582,155.119995,2015-08-07,156.25,154.339996,155.889999,IBM,3794900
172,153.301422,156.320007,2015-08-06,157.539993,156.179993,157.130005,IBM,3004800
173,153.576007,157.899994,2015-08-05,159.539993,157.479996,159.100006,IBM,3472800
174,153.284234,157.600006,2015-08-04,158.820007,156.869995,158.399994,IBM,5260600
175,154.363838,158.710007,2015-08-03,161.850006,157.899994,161.699997,IBM,4615700
176,157.554016,161.990005,2015-07-31,162.059998,160.630005,161.399994,IBM,3580200
177,156.552223,160.960007,2015-07-30,161.399994,159.75,160.50,IBM,1994700
178,156.678653,161.089996,2015-07-29,161.50,159.389999,160.00,IBM,3378400
179,155.667139,160.050003,2015-07-28,160.190002,158.50,159.910004,IBM,2721000
180,154.71398,159.070007,2015-07-27,160.179993,158.600006,159.00,IBM,3706200
181,155.375352,159.75,2015-07-24,161.929993,159.410004,161.289993,IBM,3778200
182,157.301126,161.729996,2015-07-23,162.75,159.830002,160.270004,IBM,5034200
183,155.958927,160.350006,2015-07-22,163.070007,159.699997,162.729996,IBM,7181800
184,158.604443,163.070007,2015-07-21,166.350006,162.020004,164.339996,IBM,13752300
185,168.476486,173.220001,2015-07-20,173.779999,172.139999,172.789993,IBM,7377800
186,167.785922,172.509995,2015-07-17,172.520004,170.100006,170.330002,IBM,4356400
187,166.317278,171.00,2015-07-16,171.089996,169.160004,169.470001,IBM,3529900
188,163.914916,168.529999,2015-07-15,169.270004,168.00,168.479996,IBM,1998000
189,163.992727,168.610001,2015-07-14,169.539993,168.240005,169.429993,IBM,3025300
190,164.741645,169.380005,2015-07-13,169.889999,167.520004,167.929993,IBM,4229000
191,162.378181,166.949997,2015-07-10,167.399994,165.520004,165.660004,IBM,4538300
192,159.363082,163.850006,2015-07-09,165.509995,163.699997,165.339996,IBM,4199700
193,158.691975,163.160004,2015-07-08,164.940002,162.679993,164.00,IBM,2776300
194,160.481584,165.00,2015-07-07,165.350006,162.229996,164.940002,IBM,3549900
195,160.218973,164.729996,2015-07-06,165.229996,163.520004,163.830002,IBM,3079800
196,160.569116,165.089996,2015-07-02,165.320007,164.419998,165.050003,IBM,2852700
197,159.985555,164.490005,2015-07-01,165.610001,163.600006,163.970001,IBM,3214500
198,158.205667,162.660004,2015-06-30,164.00,162.119995,163.990005,IBM,3597300
199,158.507175,162.970001,2015-06-29,165.350006,162.889999,163.919998,IBM,3314700
200,160.928994,165.460007,2015-06-26,166.809998,165.229996,166.229996,IBM,8946000
201,161.53201,166.080002,2015-06-25,168.130005,166.080002,167.800003,IBM,2408900
202,162.397638,166.970001,2015-06-24,168.839996,166.830002,168.710007,IBM,3548100
203,164.002448,168.619995,2015-06-23,169.970001,167.570007,168.380005,IBM,3701600
204,163.13682,167.729996,2015-06-22,168.339996,167.199997,167.649994,IBM,2335800
205,162.417094,166.990005,2015-06-19,168.419998,166.770004,167.619995,IBM,7074000
206,163.642585,168.25,2015-06-18,168.720001,167.050003,167.050003,IBM,3330900
207,162.592158,167.169998,2015-06-17,167.850006,166.100006,167.00,IBM,2863000
208,162.271193,166.839996,2015-06-16,167.399994,165.910004,166.330002,IBM,3249800
209,161.707074,166.259995,2015-06-15,166.990005,164.25,166.990005,IBM,4245700
210,162.417094,166.990005,2015-06-12,168.300003,166.690002,168.229996,IBM,3065100
211,164.15807,168.779999,2015-06-11,170.440002,168.539993,169.259995,IBM,3464000
212,164.294235,168.919998,2015-06-10,169.389999,166.059998,166.490005,IBM,4680500
213,161.142955,165.679993,2015-06-09,166.020004,163.369995,165.339996,IBM,3395900
214,160.81227,165.339996,2015-06-08,167.279999,165.020004,167.169998,IBM,3758700
215,162.815855,167.399994,2015-06-05,168.910004,167.199997,168.25,IBM,3100500
216,163.769029,168.380005,2015-06-04,170.600006,167.929993,169.529999,IBM,3079300
217,165.266851,169.919998,2015-06-03,171.559998,169.630005,170.50,IBM,2131000
218,165.004241,169.649994,2015-06-02,170.449997,168.429993,169.660004,IBM,2571400
219,165.519726,170.179993,2015-06-01,171.039993,169.029999,170.210007,IBM,2985500
220,165.004241,169.649994,2015-05-29,171.350006,169.649994,171.350006,IBM,4092000
221,167.007841,171.710007,2015-05-28,171.839996,170.660004,171.449997,IBM,1731400
222,167.289893,172.00,2015-05-27,172.479996,170.490005,171.160004,IBM,2764400
223,165.471107,170.130005,2015-05-26,172.119995,169.130005,172.110001,IBM,3854200
224,167.50387,172.220001,2015-05-22,173.389999,172.190002,173.039993,IBM,2849700
225,168.593195,173.339996,2015-05-21,174.139999,173.039993,173.320007,IBM,2295600
226,169.001692,173.759995,2015-05-20,174.440002,172.460007,173.330002,IBM,2300300
227,168.72936,173.479996,2015-05-19,173.75,171.929993,172.970001,IBM,2523000
228,168.320864,173.059998,2015-05-18,173.490005,172.300003,173.440002,IBM,1970600
229,168.515384,173.259995,2015-05-15,174.410004,172.600006,173.910004,IBM,2916600
230,169.283758,174.050003,2015-05-14,174.399994,173.220001,173.50,IBM,2439100
231,167.562225,172.279999,2015-05-13,172.740005,170.75,171.240005,IBM,2457500
232,165.879604,170.550003,2015-05-12,171.490005,168.839996,170.550003,IBM,2962400
233,166.433987,171.119995,2015-05-11,172.990005,170.860001,172.649994,IBM,2661000
234,167.951265,172.679993,2015-05-08,173.330002,172.240005,172.940002,IBM,3092600
235,166.307557,170.990005,2015-05-07,171.979996,169.039993,169.630005,IBM,2472000
236,165.393296,170.050003,2015-05-06,174.050003,168.860001,172.899994,IBM,3612600
237,167.075915,173.080002,2015-05-05,174.229996,171.960007,173.509995,IBM,3593600
238,167.93504,173.970001,2015-05-04,176.300003,173.699997,174.470001,IBM,4028000
239,167.645444,173.669998,2015-05-01,174.00,172.419998,173.199997,IBM,3312100
240,165.348001,171.289993,2015-04-30,174.279999,170.300003,173.770004,IBM,5062900
241,168.350117,174.399994,2015-04-29,175.130005,172.800003,173.399994,IBM,4518400
242,167.886772,173.919998,2015-04-28,174.690002,170.020004,170.830002,IBM,5816700
243,164.807429,170.729996,2015-04-27,171.490005,170.300003,170.889999,IBM,3168600
244,163.890388,169.779999,2015-04-24,170.850006,168.740005,170.229996,IBM,3888400
245,164.334437,170.240005,2015-04-23,171.910004,165.139999,165.229996,IBM,8235600
246,159.623718,165.360001,2015-04-22,166.00,162.889999,164.389999,IBM,4024800
247,158.56187,164.259995,2015-04-21,167.380005,164.050003,166.070007,IBM,9683600
248,160.395969,166.160004,2015-04-20,166.639999,161.899994,162.100006,IBM,9609200
249,155.09641,160.669998,2015-04-17,161.860001,160.029999,161.75,IBM,4314400
250,157.47108,163.130005,2015-04-16,163.979996,162.539993,163.309998,IBM,3136900
251,158.43639,164.130005,2015-04-15,164.960007,162.50,162.630005,IBM,3498800
252,156.66987,162.300003,2015-04-14,162.740005,160.789993,162.419998,IBM,2719300
253,156.747097,162.380005,2015-04-13,164.00,162.360001,162.369995,IBM,3868900
254,157.210442,162.860001,2015-04-10,163.330002,161.25,162.339996,IBM,2515700
255,156.708476,162.339996,2015-04-09,162.470001,160.720001,161.699997,IBM,2263500
256,156.235484,161.850006,2015-04-08,163.550003,161.009995,161.720001,IBM,2524300
257,156.447853,162.070007,2015-04-07,163.839996,161.619995,161.669998,IBM,3148000
258,156.41888,162.039993,2015-04-06,162.800003,158.699997,159.690002,IBM,3465700
259,154.88404,160.449997,2015-04-02,162.539993,158.889999,159.520004,IBM,4671600
260,153.658092,159.179993,2015-04-01,160.619995,158.389999,160.229996,IBM,3700800
261,154.932309,160.50,2015-03-31,162.330002,160.399994,161.080002,IBM,4255400
262,157.02703,162.669998,2015-03-30,163.600006,161.25,161.309998,IBM,4138000
263,154.835772,160.399994,2015-03-27,160.899994,159.229996,160.789993,IBM,3477900
264,155.019183,160.589996,2015-03-26,161.25,158.910004,159.270004,IBM,4396000
265,153.677402,159.199997,2015-03-25,163.080002,159.199997,163.080002,IBM,5428900
266,157.345585,163.00,2015-03-24,164.889999,162.899994,164.789993,IBM,4346100
267,158.919045,164.630005,2015-03-23,165.350006,162.729996,162.770004,IBM,5930100
268,157.229752,162.880005,2015-03-20,163.00,160.350006,160.949997,IBM,9006400
269,154.266242,159.809998,2015-03-19,160.919998,158.809998,159.699997,IBM,3878600
270,154.266242,159.809998,2015-03-18,160.699997,155.800003,156.850006,IBM,5738800
271,151.515117,156.960007,2015-03-17,157.289993,155.369995,156.199997,IBM,3311700
272,151.630949,157.080002,2015-03-16,157.089996,154.800003,155.050003,IBM,3749600
273,148.928077,154.279999,2015-03-13,157.520004,153.399994,157.460007,IBM,6064100
274,152.499723,157.979996,2015-03-12,158.720001,156.270004,156.270004,IBM,4567300
275,151.360663,156.800003,2015-03-11,159.139999,155.940002,158.570007,IBM,5709900
276,152.335622,157.809998,2015-03-10,160.229996,157.809998,159.600006,IBM,4601000
277,155.192947,160.770004,2015-03-09,161.149994,158.199997,158.199997,IBM,5193900
278,153.001688,158.50,2015-03-06,161.440002,158.059998,160.190002,IBM,4540200
279,155.588713,161.179993,2015-03-05,161.50,159.699997,159.860001,IBM,3791700
280,153.889772,159.419998,2015-03-04,160.559998,158.720001,160.539993,IBM,3633600
281,155.443922,161.029999,2015-03-03,161.75,160.00,160.270004,IBM,3234400
282,154.912998,160.479996,2015-03-02,161.940002,159.809998,161.940002,IBM,5917900
283,156.322358,161.940002,2015-02-27,162.289993,160.160004,160.869995,IBM,4410000
284,155.289469,160.869995,2015-02-26,164.139999,159.770004,163.740005,IBM,7110800
285,157.162173,162.809998,2015-02-25,164.960007,162.580002,164.940002,IBM,4004600
286,159.112104,164.830002,2015-02-24,164.990005,161.509995,162.490005,IBM,4701600
287,157.25871,162.910004,2015-02-23,164.399994,162.50,164.229996,IBM,2714400
288,157.97303,163.649994,2015-02-20,164.339996,162.089996,163.639999,IBM,3353000
289,158.20471,163.889999,2015-02-19,164.490005,161.440002,162.050003,IBM,3504400
290,156.563686,162.190002,2015-02-18,162.470001,160.639999,161.860001,IBM,4358400
291,155.376358,160.960007,2015-02-17,161.410004,159.729996,159.75,IBM,2894500
292,154.835772,160.399994,2015-02-13,160.800003,158.639999,158.779999,IBM,3706900
293,153.020998,158.520004,2015-02-12,159.50,158.089996,158.720001,IBM,3333100
294,152.712092,158.199997,2015-02-11,159.089996,157.169998,157.759995,IBM,3626700
295,153.059604,158.559998,2015-02-10,158.559998,155.080002,156.740005,IBM,4440600
296,150.347085,155.75,2015-02-09,157.50,155.399994,156.00,IBM,3057700
297,151.283437,156.720001,2015-02-06,158.080002,156.229996,157.339996,IBM,3225000
298,151.370325,157.910004,2015-02-05,158.589996,157.149994,157.289993,IBM,5253600
299,150.459671,156.960007,2015-02-04,158.710007,156.699997,157.210007,IBM,3678500
300,151.90713,158.470001,2015-02-03,158.600006,154.75,154.75,IBM,5539400
301,148.25492,154.660004,2015-02-02,154.660004,151.509995,154.00,IBM,4712200
302,146.960823,153.309998,2015-01-30,155.240005,153.039993,153.910004,IBM,6563600
303,149.040953,155.479996,2015-01-29,155.580002,149.520004,151.380005,IBM,8320800
304,145.273717,151.550003,2015-01-28,154.529999,151.550003,154.00,IBM,4495900
305,147.305915,153.669998,2015-01-27,155.089996,152.589996,154.940002,IBM,5659600
306,149.884513,156.360001,2015-01-26,159.460007,155.770004,158.259995,IBM,7888100
307,149.414801,155.869995,2015-01-23,157.600006,154.889999,155.029999,IBM,4834800
308,148.954684,155.389999,2015-01-22,155.720001,151.759995,151.940002,IBM,6120100
309,145.791347,152.089996,2015-01-21,154.50,151.070007,153.029999,IBM,11897100
310,150.450076,156.949997,2015-01-20,157.330002,154.029999,156.699997,IBM,8392800
311,150.632209,157.139999,2015-01-16,157.630005,153.820007,153.820007,IBM,5756000
312,148.168651,154.570007,2015-01-15,156.970001,154.160004,156.690002,IBM,4248400
313,149.347708,155.800003,2015-01-14,156.490005,153.740005,154.860001,IBM,4690300
314,150.315874,156.809998,2015-01-13,159.970001,155.679993,157.259995,IBM,4377500
315,149.961202,156.440002,2015-01-12,159.25,155.759995,159.00,IBM,4182800
316,152.520625,159.110001,2015-01-09,160.339996,157.25,158.419998,IBM,4484800
317,151.859198,158.419998,2015-01-08,159.039993,155.550003,156.240005,IBM,4236800
318,148.628768,155.050003,2015-01-07,157.199997,154.029999,157.199997,IBM,4701800
319,149.60653,156.070007,2015-01-06,159.960007,155.169998,159.669998,IBM,6146700
320,152.904054,159.509995,2015-01-05,161.270004,159.190002,161.270004,IBM,4880400
321,155.348451,162.059998,2015-01-02,163.309998,161.00,161.309998,IBM,5525500
322,153.795546,160.440002,2014-12-31,161.50,160.380005,160.410004,IBM,4011900
323,153.421698,160.050003,2014-12-30,160.820007,159.789993,160.020004,IBM,2829900
324,153.86264,160.509995,2014-12-29,162.339996,159.449997,162.00,IBM,3331800
325,155.616854,162.339996,2014-12-26,163.089996,162.009995,162.270004,IBM,1912200
326,155.1184,161.820007,2014-12-24,162.990005,161.610001,162.880005,IBM,1868100
327,155.521004,162.240005,2014-12-23,162.899994,161.610001,162.229996,IBM,4043300
328,154.754132,161.440002,2014-12-22,161.910004,158.330002,158.330002,IBM,4682500
329,151.945467,158.509995,2014-12-19,160.410004,157.490005,157.490005,IBM,8864900
330,151.149839,157.679993,2014-12-18,157.679993,153.300003,153.580002,IBM,7302400
331,145.63797,151.929993,2014-12-17,153.309998,151.110001,151.520004,IBM,5131000
332,145.139515,151.410004,2014-12-16,154.889999,150.50,152.029999,IBM,6782600
333,146.721177,153.059998,2014-12-15,156.740005,152.839996,155.929993,IBM,6500300
